ForeFlight Logbook Import,This row is required for importing into ForeFlight. Do not delete or modify.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,TypeCode,Year,Make,Model,GearType,EngineType,equipType (FAA),aircraftClass (FAA),complexAircraft (FAA),taa (FAA),highPerformance (FAA),pressurized (FAA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1977E,C172P,,Cessna,172P,fixed_tricycle,Piston,aircraft,airplane_single_engine_land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N123AB,PA28,,Piper,PA28,fixed_tricycle,Piston,aircraft,airplane_single_engine_land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N456CD,SR22,,Cirrus,SR22,fixed_tricycle,Piston,aircraft,airplane_single_engine_land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N999ZZ,C172S,,Cessna,172S,fixed_tricycle,Piston,aircraft,airplane_single_engine_land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N789EF,PA44,,Piper,PA44,retractable_tricycle,Piston,aircraft,airplane_multi_engine_land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flights Table , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Deprecated: Do not edit manually,Deprecated: Do not edit manually,Deprecated: Do not edit manually,Deprecated: Do not edit manually,Deprecated: Do not edit manually
Date,AircraftID,From,To,Route,TimeOut,TimeOff,TimeOn,TimeIn,OnDuty,OffDuty,TotalTime,PIC,SIC,Night,Solo,CrossCountry,PICUS,MultiPilot,IFR,Examiner,NVG,NVG Ops,Distance,ActualInstrument,SimulatedInstrument,HobbsStart,HobbsEnd,TachStart,TachEnd,Holds,Approach1,Approach2,Approach3,Approach4,Approach5,Approach6,DualGiven,DualReceived,SimulatedFlight,GroundTraining,GroundTrainingGiven,InstructorName,InstructorComments,Person1,Person2,Person3,Person4,Person5,Person6,PilotComments,Flight Review (FAA),IPC (FAA),Checkride (FAA),FAA 61.58 (FAA),NVG Proficiency (FAA),DayTakeoffs,DayLandingsFullStop,NightTakeoffs,NightLandingsFullStop,AllLandings
11/13/20,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
02/12/20,N1977E,KVKX,KVKX,KVKX 2W5 KVKX,,,,,,,0.6,0.6,,0.6,,,,,,,,,40,,0.6,,,,,,1;RNAV (GPS) RWY 01;01;KVKX;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
03/19/20,N1977E,KVKX,KVKX,KVKX KMTN KVKX,,,,,,,0.8,0.8,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
10/06/20,N1977E,KVKX,KVKX,KVKX 2W6 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
03/19/20,N1977E,KVKX,KVKX,KVKX KMTN KVKX,,,,,,,0.8,0.8,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
08/05/20,N1977E,KVKX,W50,KVKX W50,,,,,,,0.6,0.6,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
05/16/20,N1977E,KVKX,KESN,KVKX KESN,,,,,,,0.6,0.6,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
06/08/20,N1977E,KVKX,KVKX,KVKX 2W6 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/10/20,N1977E,KVKX,KVKX,KVKX 2W5 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,40,,0.1,,,,,,1;RNAV (GPS) RWY 01;01;KVKX;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/24/20,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/05/20,N1977E,KVKX,KCGE,KVKX KCGE,,,,,,,0.6,0.6,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
08/05/20,N1977E,KVKX,2W6,KVKX 2W6,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
01/16/20,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
10/27/20,N1977E,KVKX,KVKX,KVKX KMTN KVKX,,,,,,,0.8,0.8,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/23/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
01/27/21,N1977E,KVKX,KVKX,KVKX KFDK KVKX,,,,,,,0.9,0.9,,0.8,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/19/21,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/14/21,N1977E,KVKX,KVKX,KVKX KMIV KVKX,,,,,,,1.8,1.8,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/18/21,N1977E,KVKX,KFDK,KVKX KFDK,,,,,,,0.6,0.6,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
01/14/21,N1977E,KVKX,2W5,KVKX 2W5,,,,,,,0.6,0.6,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
05/28/21,N1977E,KVKX,KVKX,KVKX CWD KVKX,,,,,,,1.1,1.1,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
03/13/21,N1977E,KVKX,KVKX,KVKX 2W5 KVKX,,,,,,,0.6,0.6,,0.5,,,,,,,,,40,,0.3,,,,,,1;RNAV (GPS) RWY 01;01;KVKX;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/06/21,N1977E,KVKX,KVKX,KVKX KESN KVKX,,,,,,,0.7,0.7,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/20/21,N1977E,KVKX,KVKX,KVKX KESN KVKX,,,,,,,0.7,0.7,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/17/21,N1977E,KVKX,KVKX,KVKX KFDK KVKX,,,,,,,0.9,0.9,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/25/21,N1977E,KVKX,KANP,KVKX KANP,,,,,,,0.6,0.6,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
06/04/21,N1977E,KVKX,2W5,KVKX 2W5,,,,,,,0.6,0.6,,0.5,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
11/22/21,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
08/15/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/07/21,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/27/21,N1977E,KVKX,KFDK,KVKX KFDK,,,,,,,0.6,0.6,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
09/17/21,N1977E,KVKX,KVKX,KVKX CWD KVKX,,,,,,,1.1,1.1,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/01/21,N1977E,KVKX,CWD,KVKX CWD,,,,,,,0.6,0.6,,,,0.6,,,,,,,55,,0.3,,,,,,1;RNAV (GPS) RWY 01;01;CWD;;,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
04/12/21,N1977E,KVKX,KFDK,KVKX KFDK,,,,,,,0.6,0.6,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
03/11/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/25/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/12/21,N1977E,KVKX,KVKX,KVKX KMTN KVKX,,,,,,,0.8,0.8,,,,,,,,,,,80,,0.1,,,,,,1;RNAV (GPS) RWY 01;01;KVKX;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
10/04/21,N1977E,KVKX,KMTN,KVKX KMTN,,,,,,,0.6,0.6,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
02/11/21,N1977E,KVKX,KVKX,KVKX KESN KVKX,,,,,,,0.7,0.7,,0.5,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/05/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/03/21,N1977E,KVKX,KVKX,KVKX 2W6 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
03/26/21,N1977E,KVKX,KVKX,KVKX KLNS KVKX,,,,,,,1.7,1.7,,1.0,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/04/21,N1977E,KVKX,2W5,KVKX 2W5,,,,,,,0.6,0.6,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
11/18/21,N1977E,KVKX,KVKX,KVKX KCGE KVKX,,,,,,,1.0,1.0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/25/21,N1977E,KVKX,KVKX,KVKX 2W6 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,60,,0.2,,,,,,1;RNAV (GPS) RWY 01;01;KVKX;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/20/21,N1977E,KVKX,KCGE,KVKX KCGE,,,,,,,0.6,0.6,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
02/23/21,N1977E,KVKX,W29,KVKX W29,,,,,,,0.6,0.6,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
07/03/21,N1977E,KVKX,KVKX,KVKX KANP KVKX,,,,,,,0.6,0.6,,0.5,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/09/21,N1977E,KVKX,W29,KVKX W29,,,,,,,0.6,0.6,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
11/05/21,N1977E,KVKX,W29,KVKX W29,,,,,,,0.6,0.6,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
02/06/21,N1977E,KVKX,KVKX,KVKX KRIC KVKX,,,,,,,1.7,1.7,,1.7,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
02/17/21,N1977E,KVKX,KVKX,KVKX W29 KVKX,,,,,,,0.6,0.6,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/08/21,N1977E,KVKX,CWD,KVKX CWD,,,,,,,0.6,0.6,,,,0.6,,,,,,,55,,0.5,,,,,,1;RNAV (GPS) RWY 01;01;CWD;;,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
10/06/21,N1977E,KVKX,KVKX,KVKX W50 KVKX,,,,,,,0.6,0.6,,0.5,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/27/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,0.2,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/09/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,,,,,,,,,,90,,0.8,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
09/16/22,N123AB,KORL,KORL,KORL KTPA KORL,,,,,,,1.2,1.2,,,,,,,,,,,140,,1.2,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
08/01/22,N123AB,KORL,KORL,KORL KPGD KORL,,,,,,,1.8,1.8,,0.9,,,,,,,,,210,,1.1,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
03/22/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,,,,,,,,,,90,,0.8,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
04/20/22,N123AB,KORL,KORL,KORL KOCF KORL,,,,,,,0.8,0.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/03/22,N123AB,KORL,KORL,KORL KMLB KORL,,,,,,,0.8,0.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/01/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
10/12/22,N123AB,KORL,KORL,KORL KSRQ KORL,,,,,,,1.6,1.6,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
08/07/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,0.2,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/12/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,0.6,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
05/02/22,N123AB,KORL,KORL,KORL KGNV KTLH KORL,,,,,,,3.2,3.2,,0.7,,,,,,,,,380,,1.9,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3
01/21/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/13/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
01/18/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,0.2,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
09/06/22,N123AB,KORL,KORL,KORL KTPA KORL,,,,,,,1.2,1.2,,,,,,,,,,,140,,1.0,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
06/25/22,N123AB,KORL,KORL,KORL KISM KORL,,,,,,,0.2,0.2,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/03/22,N123AB,KORL,KORL,KORL KCLW KORL,,,,,,,1.2,1.2,,,,,,,,,,,150,,0.6,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/13/22,N123AB,KORL,KORL,KORL KISM KORL,,,,,,,0.2,0.2,,0.25,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
11/01/22,N123AB,KORL,KORL,KORL KMLB KORL,,,,,,,0.8,0.8,,,,,,,,,,,100,,0.8,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
09/05/22,N123AB,KORL,KORL,KORL KAMG KORL,,,,,,,3.0,3.0,,1.4,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
12/04/22,N123AB,KORL,KORL,KORL KPIE KORL,,,,,,,1.3,1.3,,,,,,,,,,,160,,1.3,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
10/13/22,N123AB,KORL,KORL,KORL KPGD KORL,,,,,,,1.8,1.8,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
09/14/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,0.6,,,,,,,,,90,,0.8,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/25/22,N123AB,KORL,KORL,KORL KSRQ KORL,,,,,,,1.6,1.6,,,,,,,,,,,190,,0.7,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
08/23/22,N123AB,KORL,KORL,KORL KFXE KORL,,,,,,,2.5,2.5,,0.8,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
01/11/22,N123AB,KORL,KORL,KORL KSFB KSSI KORL,,,,,,,2.7,2.7,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3
08/10/22,N123AB,KORL,KORL,KORL KMLB KORL,,,,,,,0.8,0.8,,0.6,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/28/22,N123AB,KORL,KORL,KORL KLEE KORL,,,,,,,0.5,0.5,,,,,,,,,,,60,,0.5,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
05/12/22,N123AB,KORL,KORL,KORL KSFB KORL,,,,,,,0.2,0.2,,,,,,,,,,,20,,0.1,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
12/06/22,N123AB,KORL,KORL,KORL KTPA KORL,,,,,,,1.2,1.2,,,,,,,,,,,140,,1.2,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/15/22,N123AB,KORL,KORL,KORL KDAB KORL,,,,,,,0.8,0.8,,,,,,,,,,,90,,0.3,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
07/27/22,N123AB,KORL,KORL,KORL KVLD KORL,,,,,,,2.8,2.8,,0.6,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
01/13/22,N123AB,KORL,KORL,KORL KFPR KORL,,,,,,,1.4,1.4,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
01/13/22,N123AB,KORL,KORL,KORL KTPA KORL,,,,,,,1.2,1.2,,,,,,,,,,,140,,0.3,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
11/09/22,N123AB,KORL,KORL,KORL KSRQ KORL,,,,,,,1.6,1.6,,,,,,,,,,,190,,1.1,,,,,,1;RNAV (GPS) RWY 01;01;KORL;;,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
